Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
DGIK,Nusa Konstruksi Enjiniring Tbk,2007-12-19,5541165000.0,Utama,Infrastructures,124,687104460000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-12-19,2023-01-06
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15,1250000000.0,Pengembangan,Healthcare,252,315000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-01-15 09:00:00,2023-01-06 15:00:00,2021-01-15,2023-01-06
DIGI,Arkadia Digital Media Tbk.,2018-09-18,1625000000.0,Pengembangan,Consumer Cyclicals,50,81250000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-09-18,2023-01-06
DILD,Intiland Development Tbk.,1991-09-04,10365854185.0,Utama,Properties & Real Estate,160,1658536669600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DIVA,Distribusi Voucher Nusantara T,2018-11-27,1428571400.0,Pengembangan,Technology,900,1285714260000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-27,2023-01-06
DKFT,Central Omega Resources Tbk.,1997-11-21,5638246600.0,Pengembangan,Basic Materials,102,575101153200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DLTA,Delta Djakarta Tbk.,1984-02-27,800659050.0,Utama,Consumer Non-Cyclicals,3760,3010478028000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DMAS,Puradelta Lestari Tbk.,2015-05-29,48198111100.0,Utama,Properties & Real Estate,159,7663499664900.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-05-29,2023-01-06
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21,7692307700.0,Pengembangan,Technology,1080,8307692316000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-10-21,2023-01-06
DMND,Diamond Food Indonesia Tbk.,2020-01-22,9468359000.0,Utama,Consumer Non-Cyclicals,825,7811396175000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-22,2023-01-06
DNAR,Bank Oke Indonesia Tbk.,2014-07-11,13816569569.0,Utama,Financials,168,2321183687592.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-07-11,2023-01-06
DNET,Indoritel Makmur Internasional,2000-12-11,14184000000.0,Pengembangan,Financials,4120,58438080000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DOID,Delta Dunia Makmur Tbk.,2001-06-15,8621173232.0,Utama,Energy,278,2396686158496.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-06-15,2023-01-06
DPNS,Duta Pertiwi Nusantara Tbk.,1990-08-08,331129952.0,Utama,Basic Materials,420,139074579840.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DPUM,Dua Putra Utama Makmur Tbk.,2015-12-08,4175000000.0,Utama,Consumer Non-Cyclicals,50,208750000000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-12-08,2023-01-06
DRMA,Dharma Polimetal Tbk.,2021-12-20,4705882300.0,Utama,Consumer Cyclicals,575,2705882322500.0,2021-12-20 09:00:00,2023-01-06 15:59:00,2021-12-20 09:00:00,2023-01-06 15:00:00,2021-12-20,2023-01-06
DSFI,Dharma Samudera Fishing Indust,2000-03-24,1857135500.0,Utama,Consumer Non-Cyclicals,90,167142195000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DSNG,Dharma Satya Nusantara Tbk.,2013-06-14,10599842400.0,Utama,Consumer Non-Cyclicals,640,6783899136000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-06-14,2023-01-06
DSSA,Dian Swastatika Sentosa Tbk,2009-12-10,770552320.0,Utama,Energy,38000,29280988160000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-10,2023-01-06
DUCK,Jaya Bersama Indo Tbk.,2018-10-10,1283330000.0,Utama,Consumer Cyclicals,176,225866080000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-10,2023-01-06
DUTI,Duta Pertiwi Tbk,1994-11-02,1850000000.0,Pengembangan,Properties & Real Estate,3990,7381500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DVLA,Darya-Varia Laboratoria Tbk.,1994-11-11,1120000000.0,Utama,Healthcare,2340,2620800000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
DWGL,Dwi Guna Laksana Tbk.,2017-12-13,9244722556.0,Pengembangan,Energy,169,1562358111964.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-12-13,2023-01-06
DYAN,Dyandra Media International Tb,2013-03-25,4272964279.0,Utama,Industrials,90,384566785110.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-03-25,2023-01-06
EAST,Eastparc Hotel Tbk.,2019-07-09,4126366528.0,Pengembangan,Consumer Cyclicals,98,404383919744.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-09,2023-01-06
ECII,Electronic City Indonesia Tbk.,2013-07-03,1334333000.0,Pengembangan,Consumer Cyclicals,530,707196490000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-07-03,2023-01-06
EDGE,Indointernet Tbk.,2021-02-08,404050000.0,Pengembangan,Technology,19500,7878975000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-02-08 09:00:00,2023-01-06 15:00:00,2021-02-08,2023-01-06
EKAD,Ekadharma International Tbk.,1990-08-14,698775000.0,Utama,Basic Materials,282,197054550000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ELIT,Data Sinergitama Jaya Tbk.,2023-01-06 00:00:00,2031456532.0,Pengembangan,Technology,112,227523131584.0,2023-01-06 09:00:00,2023-01-06 15:59:00,2023-01-06 09:00:00,2023-01-06 15:00:00,2023-01-06,2023-01-06
ELPI,Pelayaran Nasional Ekalya Purn,2022-08-08,7412000000.0,Utama,Transportation & Logistic,212,1571344000000.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06
ELSA,Elnusa Tbk.,2008-02-06,7298500000.0,Utama,Energy,292,2131162000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-02-06,2023-01-06
ELTY,Bakrieland Development Tbk.,1995-10-30,43521913019.0,Utama,Properties & Real Estate,50,2176095650950.0,2021-11-22 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
EMDE,Megapolitan Developments Tbk.,2011-01-12,3350000000.0,Pengembangan,Properties & Real Estate,125,418750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-01-12,2023-01-06
EMTK,Elang Mahkota Teknologi Tbk.,2010-01-12,61241751483.0,Utama,Technology,980,60016916453340.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-01-12,2023-01-06
ENAK,Champ Resto Indonesia Tbk.,2022-02-08,2166666800.0,Pengembangan,Consumer Cyclicals,1930,4181666924000.0,2022-02-08 09:00:00,2023-01-06 15:59:00,2022-02-08 09:00:00,2023-01-06 15:00:00,2022-02-08,2023-01-06
ENRG,Energi Mega Persada Tbk.,2004-06-07,24821230250.0,Pengembangan,Energy,270,6701732167500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-06-07,2023-01-06
ENVY,Envy Technologies Indonesia Tb,2019-07-08,1800000000.0,Pengembangan,Technology,50,90000000000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-08,2023-01-06
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14,2162545448.0,Pengembangan,Consumer Non-Cyclicals,73,157865817704.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-14 09:00:00,2023-01-06 15:00:00,2020-09-14,2023-01-06
EPAC,Megalestari Epack Sentosaraya ,2020-07-01,3303400000.0,Pengembangan,Basic Materials,50,165170000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-07-01 09:00:00,2023-01-06 15:00:00,2020-07-01,2023-01-06
EPMT,Enseval Putera Megatrading Tbk,1994-08-01,2708640000.0,Pengembangan,Consumer Non-Cyclicals,2720,7367500800000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ERAA,Erajaya Swasembada Tbk.,2011-12-14,15950000000.0,Utama,Consumer Cyclicals,390,6220500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-12-14,2023-01-06
ERTX,Eratex Djaja Tbk.,1990-08-21,1286539792.0,Pengembangan,Consumer Cyclicals,525,675433390800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14,1109936024.0,Pengembangan,Basic Materials,56,62156417344.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-11-14,2023-01-06
ESSA,Surya Esa Perkasa Tbk.,2012-02-01,15660887000.0,Utama,Basic Materials,795,12450405165000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-02-01,2023-01-06
ESTA,Esta Multi Usaha Tbk.,2020-03-09,630000000.0,Pengembangan,Consumer Cyclicals,136,85680000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-03-09,2023-01-06
ESTI,Ever Shine Tex Tbk.,1992-10-13,2015208720.0,Utama,Consumer Cyclicals,50,100760436000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
ETWA,Eterindo Wahanatama Tbk,1997-05-16,4668671400.0,Utama,Energy,212,989758336800.0,2022-08-29 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
EURO,Estee Gold Feet Tbk.,2022-08-08,2500000000.0,Akselerasi,Consumer Non-Cyclicals,282,705000000000.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06
EXCL,XL Axiata Tbk.,2005-09-29,10724674776.0,Utama,Infrastructures,2260,24237764993760.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-09-29,2023-01-06
FAPA,FAP Agri Tbk.,2021-01-04,3629411800.0,Pengembangan,Consumer Non-Cyclicals,4280,15533882504000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-01-04 09:00:00,2023-01-06 15:00:00,2021-01-04,2023-01-06
FAST,Fast Food Indonesia Tbk.,1993-05-11,3990277158.0,Pengembangan,Consumer Cyclicals,820,3272027269560.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
FASW,Fajar Surya Wisesa Tbk.,1994-12-19,2477888787.0,Utama,Basic Materials,6150,15239016040050.0,2021-12-27 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
FILM,MD Pictures Tbk.,2018-08-07,9511217000.0,Utama,Consumer Cyclicals,1540,14647274180000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-08-07,2023-01-06
FIMP,Fimperkasa Utama Tbk.,2021-04-09,400000975.0,Akselerasi,Infrastructures,74,29600072150.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-04-09 09:00:00,2023-01-06 15:00:00,2021-04-09,2023-01-06
FIRE,Alfa Energi Investama Tbk.,2017-06-09,1475363179.0,Pengembangan,Energy,160,236058108640.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-09,2023-01-06
FISH,FKS Multi Agro Tbk.,2002-01-18,480000000.0,Pengembangan,Consumer Non-Cyclicals,6650,3192000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-01-18,2023-01-06
FITT,Hotel Fitra International Tbk.,2019-06-11,726130099.0,Pengembangan,Consumer Cyclicals,426,309331422174.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-11,2023-01-06
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08,781250000.0,Akselerasi,Consumer Non-Cyclicals,79,61718750000.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2021-07-08 09:00:00,2022-07-29 16:00:00,2021-07-08,2023-01-06
FMII,Fortune Mate Indonesia Tbk,2000-06-30,2721000000.0,Pengembangan,Properties & Real Estate,515,1401315000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
FOOD,Sentra Food Indonesia Tbk.,2019-01-08,650000000.0,Pengembangan,Consumer Non-Cyclicals,108,70200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-01-08,2023-01-06
FORU,Fortune Indonesia Tbk,2002-01-17,465224000.0,Pengembangan,Consumer Cyclicals,222,103279728000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-01-17,2023-01-06
FORZ,Forza Land Indonesia Tbk.,2017-04-28,1984009887.0,Utama,Properties & Real Estate,50,99200494350.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-04-28,2023-01-06
FPNI,Lotte Chemical Titan Tbk.,2002-03-21,5566414000.0,Pengembangan,Basic Materials,200,1113282800000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-03-21,2023-01-06
FREN,Smartfren Telecom Tbk.,2006-11-29,308106840243.0,Utama,Infrastructures,66,20335051456038.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-11-29,2023-01-06
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09,1105000000.0,Pengembangan,Financials,400,442000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-09,2023-01-06
GAMA,Aksara Global Development Tbk.,2012-07-11,10011027656.0,Utama,Properties & Real Estate,50,500551382800.0,2021-11-01 09:00:00,2022-12-23 15:59:00,2020-04-16 09:00:00,2022-12-23 15:00:00,2012-07-11,2023-01-06
GDST,Gunawan Dianjaya Steel Tbk.,2009-12-23,9242500000.0,Pengembangan,Basic Materials,123,1136827500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-23,2023-01-06
GDYR,Goodyear Indonesia Tbk.,1980-12-22,410000000.0,Utama,Consumer Cyclicals,1315,539150000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
GEMA,Gema Grahasarana Tbk.,2002-08-12,1600000000.0,Pengembangan,Consumer Cyclicals,308,492800000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-08-12,2023-01-06
GEMS,Golden Energy Mines Tbk.,2011-11-17,5882353000.0,Utama,Energy,6850,40294118050000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-11-17,2023-01-06
GGRM,Gudang Garam Tbk.,1990-08-27,1924088000.0,Utama,Consumer Non-Cyclicals,17775,34200664200000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
GGRP,Gunung Raja Paksi Tbk.,2019-09-19,12111376157.0,Pengembangan,Basic Materials,510,6176801840070.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-09-19,2023-01-06
GHON,Gihon Telekomunikasi Indonesia,2018-04-09,550000000.0,Utama,Infrastructures,1900,1045000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-04-09,2023-01-06
GIAA,Garuda Indonesia (Persero) Tbk,2011-02-11,25886576254.0,Utama,Transportation & Logistic,163,4219511929402.0,2023-01-03 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-02-11,2023-01-06
GJTL,Gajah Tunggal Tbk.,1990-05-08,3484800000.0,Utama,Consumer Cyclicals,555,1934064000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
GLOB,Globe Kita Terang Tbk.,2012-07-10,1111112000.0,Pengembangan,Consumer Cyclicals,111,123333432000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-07-10,2023-01-06
GLVA,Galva Technologies Tbk.,2019-12-23,1500000000.0,Pengembangan,Technology,660,990000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-12-23,2023-01-06
GMFI,Garuda Maintenance Facility Ae,2017-10-10,28233511500.0,Utama,Infrastructures,61,1722244201500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-10-10,2023-01-06
GMTD,Gowa Makassar Tourism Developm,2000-12-11,101538000.0,Pengembangan,Properties & Real Estate,14500,1472301000000.0,2021-11-15 09:00:00,2022-10-28 15:59:00,2020-04-16 09:00:00,2022-10-28 16:00:00,2001-04-16,2023-01-06
GOLD,Visi Telekomunikasi Infrastruk,2010-07-07,1277276000.0,Pengembangan,Infrastructures,494,630974344000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-07-07,2023-01-06
GOLL,Golden Plantation Tbk.,2014-12-23,3665000759.0,Pengembangan,Consumer Non-Cyclicals,50,183250037950.0,,,,,2014-12-23,2023-01-06
GOOD,Garudafood Putra Putri Jaya Tb,2018-10-10,36897901455.0,Utama,Consumer Non-Cyclicals,490,18079971712950.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-10,2023-01-06
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11,1184363929502.0,Utama,Technology,95,112514573302690.0,2022-04-11 09:00:00,2023-01-06 15:59:00,2022-04-11 09:00:00,2023-01-06 15:00:00,2022-04-11,2023-01-06
GPRA,Perdana Gapuraprima Tbk.,2007-10-10,4276655336.0,Utama,Properties & Real Estate,99,423388878264.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-10-10,2023-01-06
GPSO,Geoprima Solusi Tbk.,2021-09-06,666666823.0,Pengembangan,Industrials,138,92000021574.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-06 09:00:00,2023-01-06 15:00:00,2021-09-06,2023-01-06
GSMF,Equity Development Investment ,1989-10-23,14230399705.0,Pengembangan,Financials,75,1067279977875.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
GTBO,Garda Tujuh Buana Tbk,2009-07-09,2500000000.0,Pengembangan,Energy,230,575000000000.0,2022-12-19 09:36:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-07-09,2023-01-06
GTSI,GTS Internasional Tbk.,2021-09-08,15819142767.0,Utama,Energy,54,854233709418.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06
GULA,Aman Agrindo Tbk.,2022-08-03,1070362500.0,Pengembangan,Consumer Non-Cyclicals,314,336093825000.0,2022-08-03 09:00:00,2023-01-06 15:59:00,2022-08-03 09:00:00,2023-01-06 15:00:00,2022-08-03,2023-01-06
GWSA,Greenwood Sejahtera Tbk.,2011-12-23,7800760000.0,Utama,Properties & Real Estate,151,1177914760000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-12-23,2023-01-06
GZCO,Gozco Plantations Tbk.,2008-05-15,6000000000.0,Utama,Consumer Non-Cyclicals,80,480000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2008-05-15,2023-01-06
HADE,Himalaya Energi Perkasa Tbk.,2004-04-12,2120000000.0,Pengembangan,Infrastructures,50,106000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-04-12,2023-01-06
HAIS,Hasnur Internasional Shipping ,2021-09-01,2626250000.0,Utama,Transportation & Logistic,208,546260000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-01 09:00:00,2023-01-06 15:00:00,2021-09-01,2023-01-06
HATM,Habco Trans Maritima Tbk.,2022-07-26,7000000000.0,Pengembangan,Transportation & Logistic,320,2240000000000.0,2022-07-26 09:00:00,2023-01-06 15:59:00,2022-07-26 09:00:00,2023-01-06 15:00:00,2022-07-26,2023-01-06
HDFA,Radana Bhaskara Finance Tbk.,2011-05-10,6542445783.0,Utama,Financials,150,981366867450.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-05-10,2023-01-06
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12,1524680000.0,Utama,Technology,53,80808040000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-12,2023-01-06
HDTX,Panasia Indo Resources Tbk.,1990-06-06,3601462800.0,Utama,Consumer Cyclicals,,,,,,,,
HEAL,Medikaloka Hermina Tbk.,2018-05-16,14920000000.0,Utama,Healthcare,1685,25140200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-16,2023-01-06
HELI,Jaya Trishindo Tbk.,2018-03-27,832862387.0,Pengembangan,Transportation & Logistic,278,231535743586.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-03-27,2023-01-06
HERO,Hero Supermarket Tbk.,1989-08-21,4183634000.0,Utama,Consumer Non-Cyclicals,1520,6359123680000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
HEXA,Hexindo Adiperkasa Tbk.,1995-02-13,840000000.0,Utama,Industrials,5200,4368000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
HITS,Humpuss Intermoda Transportasi,1997-12-15,7101084801.0,Utama,Energy,406,2883040429206.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
HKMU,HK Metals Utama Tbk.,2018-10-09,3221750000.0,Utama,Basic Materials,50,161087500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-09,2023-01-06
HMSP,H.M. Sampoerna Tbk.,1990-08-15,116318076900.0,Utama,Consumer Non-Cyclicals,840,97707184596000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
HOKI,Buyung Poetra Sembada Tbk.,2017-06-22,9677752680.0,Utama,Consumer Non-Cyclicals,101,977453020680.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-22,2023-01-06
HOME,Hotel Mandarine Regency Tbk.,2008-07-17,22212194782.0,Pengembangan,Consumer Cyclicals,50,1110609739100.0,,,,,2008-07-17,2023-01-06
HOMI,Grand House Mulia Tbk.,2020-09-10,787500000.0,Pengembangan,Properties & Real Estate,326,256725000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-10 09:00:00,2023-01-06 15:00:00,2020-09-10,2023-01-06
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24,2129167100.0,Pengembangan,Industrials,50,106458355000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-05-24 09:00:00,2023-01-06 15:00:00,2021-05-24,2023-01-06
HOTL,Saraswati Griya Lestari Tbk.,2013-01-10,3550001452.0,Utama,Consumer Cyclicals,50,177500072600.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-22 16:00:00,2013-01-10,2023-01-06
HRME,Menteng Heritage Realty Tbk.,2019-04-12,5958750000.0,Pengembangan,Consumer Cyclicals,51,303896250000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-04-12,2023-01-06
HRTA,Hartadinata Abadi Tbk.,2017-06-21,4605262400.0,Utama,Consumer Cyclicals,202,930263004800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-21,2023-01-06
HRUM,Harum Energy Tbk.,2010-10-06,2703620000.0,Utama,Energy,1520,4109502400000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-10-06,2023-01-06
IATA,MNC Energy Investments Tbk.,2006-09-13,11415812114.0,Pengembangan,Transportation & Logistic,130,1484055574820.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-09-13,2023-01-06
